培养细菌用肉汤                                                           050036
细菌培养基                                                           050036
微生物用营养物质                                                            050212
医用或兽医用微生物培养物                                                            050213
医用白朊食品                                                            050006
医用白朊制剂                                                            050007
药制糖果                                                            050057
糖尿病人食用的面包                                                           050121
医用树胶                                                            050161
医用麦乳精饮料                                                           050188
药用乳糖                                                            050192
医用口香糖                                                           050198
药用杏仁乳                                                           050300
医用糖果                                                            050310
医用营养食物                                                            050297
医用营养饮料                                                            050307
医用营养品                                                           050350
矿物质食品补充剂                                                            050382
营养补充剂                                                           050384
白朊膳食补充剂                                                           050420
亚麻籽膳食补充剂                                                            050421
亚麻籽油膳食补充剂                                                           050422
小麦胚芽膳食补充剂                                                           050423
酵母膳食补充剂                                                           050424
蜂王浆膳食补充剂                                                            050425
蜂胶膳食补充剂                                                           050427
花粉膳食补充剂                                                           050428
酶膳食补充剂                                                            050429
葡萄糖膳食补充剂                                                            050430
卵磷脂膳食补充剂                                                            050431
藻酸盐膳食补充剂                                                            050432
酪蛋白膳食补充剂                                                            050434
蛋白质膳食补充剂                                                            050435
医用冻干食物                                                            050460
医用均质食物                                                            050461
医用冻干肉                                                           050463
婴儿含乳面粉                                                            050145
婴儿食品                                                            050298
婴儿配方奶粉                                                            050448
婴儿奶粉                                                            050449
空气净化制剂                                                            050005
净化剂                                                           050117
非人用、非动物用除臭剂                                                           050119
除霉化学制剂                                                            050202
化学盥洗室用消毒剂                                                           050380
衣服和纺织品用除臭剂                                                            050400
空气除臭剂                                                           050401
冰箱除味剂                                                           C050029
厕所除臭剂                                                           C050030
漂白粉(消毒)                                                           C050031
牲畜用洗涤剂(杀虫剂)                                                           050051
狗用洗涤液(杀虫剂)                                                            050075
狗用驱虫剂                                                           050076
动物蹄用胶合剂                                                           050083
动物用防寄生虫颈圈                                                           050087
兽医用油脂                                                           050164
动物用洗涤剂(杀虫剂)                                                           050189
兽医用洗液                                                           050220
兽医用制剂                                                           050287
兽医用药                                                            050329
兽医用生物制剂                                                           050361
兽医用化学制剂                                                           050363
兽医用酶                                                            050369
兽医用酶制剂                                                            050371
兽医用氨基酸                                                            050377
兽医用干细胞                                                            050404
兽医用生物组织培养物                                                            050406
动物用膳食补充剂                                                            050419
动物用蛋白质补充剂                                                           050436
含药物的饲料                                                            050445
兽医用诊断制剂                                                           050446
兽医用试纸                                                           050464
动物用杀虫沐浴露                                                            050469
兽医用杀虫洗涤剂                                                            050470
含药物的宠物用沐浴露                                                            050478
消灭有害动物制剂                                                            050021
灭干朽真菌制剂                                                           050026
灭微生物剂                                                           050052
杀昆虫剂                                                            050055
灭鼠剂                                                           050120
抗隐花植物制剂                                                           050135
驱昆虫剂                                                            050178
烟精(杀虫剂)                                                           050186
灭幼虫剂                                                            050193
除蛞蝓剂                                                            050195
除莠剂                                                           050204
消灭有害植物制剂                                                            050204
除草剂                                                           050204
鼠药                                                            050216
治小麦枯萎病(黑穗病)的化学制剂                                                            050222
治小麦黑穗病的化学制剂                                                           050222
杀寄生虫剂                                                           050238
治葡蚜用化学制剂                                                            050246
除虫菊粉                                                            050252
土壤消毒制剂                                                            050272
治藤蔓病化学品                                                           050288
杀害虫制剂                                                           050289
蒽油(杀寄生虫用)                                                           050311
除藻剂                                                           050312
驱虫用香                                                            050386
杀螨剂                                                           050387
杀虫剂                                                           050439
农业用杀菌剂                                                            C050048
防蛀剂                                                           050028
粘蝇纸                                                           050035
捕苍蝇用粘胶                                                            050217
粘蝇胶                                                           050217
灭蝇剂                                                           050218
防蛀纸                                                           050286
用于驱虫的杉木                                                           050379
蚊香                                                            C050032
熏蚁纸                                                           C050033
粘蝇带                                                           C050034
卫生球                                                           C050035
卫生巾带                                                            050071
月经内裤                                                            050200
卫生内裤                                                            050200
卫生棉条                                                            050232
卫生护垫                                                            050233
卫生巾                                                           050234
内裤衬里(卫生用)                                                           050315
失禁用尿布                                                           050351
失禁用吸收裤                                                            050372
浸药液的薄纸                                                            050374
婴儿尿布                                                            050412
婴儿尿裤                                                            050413
消毒纸巾                                                            C050036
失禁用衣                                                            C050049
橡皮膏                                                           050019
灭菌棉                                                           050031
无菌棉                                                           050034
脚戴除鸡眼环                                                            050040
包扎绷带                                                            050049
医用填料                                                            050072
医用棉绒                                                            050073
敷布                                                            050089
医用棉                                                           050099
腐蚀性药笔                                                           050102
止血药笔                                                            050104
医用敷料                                                            050114
外伤药用棉                                                           050136
外科敷料                                                            050140
敷料纱布                                                            050155
脱脂棉                                                           050176
能吸附的填塞物                                                           050176
外科用肩绷带                                                            050267
医用胶带                                                            050294
医用胶布                                                            050294
药用火棉胶                                                           050324
防溢乳垫                                                            050378
拇囊炎衬垫                                                           050391
医用包足绷带布                                                           050392
医用眼罩                                                            050398
外科胶水                                                            050442
医用棉签                                                            050447
救急包                                                           C050037
止血栓                                                           C050038
中药袋                                                           C050039
药枕                                                            C050040
产包                                                            C050041
医用保健袋                                                           C050042
牙用研磨剂                                                           050001
假牙粘合剂                                                           050003
牙科用贵重金属合金                                                           050010
牙科用汞合金                                                            050012
牙科用橡胶                                                           050066
牙科用粘固粉                                                            050082
牙医用造型蜡                                                            050084
牙医制模用蜡                                                            050084
牙填料                                                           050110
牙科用印模材料                                                           050111
牙用光洁剂                                                           050112
牙用粘胶剂                                                           050113
假牙用瓷料                                                           050115
出牙剂                                                           050116
牙科用金汞合金                                                           050230
宠物尿布                                                            050440
未锻造或半锻造的钢                                                           060001
钢合金                                                           060002
铸钢                                                            060005
镍银                                                            060016
铝                                                           060017
青铜                                                            060018
耐磨金属                                                            060027
锌白铜                                                           060031
镀银的锡合金                                                            060032
铍                                                           060043
白合金                                                           060046
镉                                                           060061
铪                                                           060067
铬                                                           060079
铬铁                                                            060080
钴(未加工的)                                                           060088
未加工或半加工铜                                                            060109
生铁或半锻造铁                                                           060115
未加工或半加工的铸铁                                                            060133
钼铁                                                            060136
硅铁                                                            060137
钛铁                                                            060138
钨铁                                                            060139
铅封                                                            060146
锗                                                           060147
铟                                                           060154
未加工或半加工黄铜                                                           060157
金属锉屑                                                            060161
普通金属锭                                                           060164
大钢坯(冶金)                                                           060168
镁                                                           060169
锰                                                           060174
未加工或半加工普通金属                                                           060182
可自燃金属                                                           060185
钼                                                           060189
镍                                                           060193
铌                                                           060194
未加工或半加工的铅                                                           060214
锌                                                           060223
钽(金属)                                                           060246
钛                                                           060251
顿巴黄铜                                                            060253
钨                                                           060257
钒                                                           060259
锆                                                           060264
普通金属合金                                                            060269
铝箔                                                           060270
锡                                                           060373
马口铁                                                           060374
锡箔                                                            060375
包装和打包用金属箔                                                           060416
粉末状金属                                                            060434
3D打印机用金属箔或金属粉                                                           060453
钢砂                                                            C060001
铁砂                                                            C060002
白铁皮                                                           C060003
电解铜                                                           C060004
电解铅                                                           C060005
铝锭                                                            C060007
钨粉                                                            C060008
锰粉                                                            C060009
锌粉                                                            C060010
电解镍                                                           C060011
钢纤维                                                           C060043
钢条                                                            060003
钢桅杆                                                           060006
钢板                                                            060010
锚定板                                                           060020
垫板                                                            060020
金属桅杆                                                            060023
金属杆                                                           060024
金属装甲板                                                           060047
铁板                                                            060052
铁条                                                            060131
金属板条                                                            060160
金属桩                                                           060188
金属板桩                                                            060188
金属柱                                                           060205
金属角铁                                                            060345
金属支架                                                            060372
金属片和金属板                                                           060376
金属陶瓷                                                            060401
热轧钢棒                                                            060459
磨光钢棒                                                            060460
已剥皮的金属棒                                                           060461
已拉拔抛光的金属棒                                                           060462
钢管                                                            060011
金属喷头                                                            060014
金属喷嘴                                                            060021
绳索用金属套管                                                           060058
中央供暖装置用金属管道                                                           060076
中央供热装置用金属管道                                                           060076
金属水管                                                            060091
金属套筒(金属制品)                                                            060092
管道用金属弯头                                                           060099
金属套管柱                                                           060111
金属排水管                                                           060114
金属管                                                           060127
滑油嘴                                                           060151
金属制管套筒                                                            060173
管道用金属接头                                                           060229
金属阀门(非机器部件)                                                           060243
金属管道                                                            060258
压缩空气管道用金属配件                                                           060267
管道用金属加固材料                                                           060275
紧固管道用金属环                                                            060312
缆绳和管道用金属夹                                                           060313
金属排水阱(阀)                                                            060335
油井用金属套管                                                           060337
金属雨水管                                                           060356
金属水管阀                                                           060359
金属分岔管                                                           060366
通风和空调设备用金属管                                                           060415
管道用金属歧管                                                           060420
金属压力水管                                                            060421
管道用金属墙钩                                                           C060046
金属楼梯                                                            060124
金属格栅                                                            060152
金属火箭发射台                                                           060159
可移动金属建筑物                                                            060170
金属围篱                                                            060198
溜冰场(金属结构)                                                           060203
金属电线杆                                                           060222
金属蓄水池                                                           060232
可移动的金属温室                                                            060236
金属筒仓                                                            060239
金属格架                                                            060256
鸟舍(金属结构)                                                            060263
不发光金属信号台                                                            060282
游泳池(金属结构)                                                           060290
金属制自行车停放架                                                           060293
金属制简易小屋                                                           060308
喷漆用金属间                                                            060310
金属烟囱罩                                                           060318
金属烟囱管帽                                                            060331
金属建筑物                                                           060339
金属梯                                                           060361
乘客登乘用可移动金属梯                                                           060362
电线用金属杆                                                            060365
金属栅栏                                                            060368
炉用金属护栏                                                            060390
公路防撞用金属护栏                                                           060397
金属广告栏                                                           060411
金属烟囱                                                            060413
金属烟囱柱                                                           060414
金属电话间                                                           060422
金属电话亭                                                           060422
金属鸡房                                                            060425
(壁炉的)柴架                                                           060431
凉亭(金属结构)                                                            060436
金属牲畜棚                                                           060437
金属猪圈                                                            060438
金属预制房(成套组件)                                                           060439
金属旗杆                                                            060468
镀锌铁塔                                                            C060012
桥梁支承                                                            C060013
金属果皮箱                                                           C060014
电缆桥架                                                            C060015
金属护栏                                                            C060034
金属井盖                                                            C060035
预应力锚具                                                           C060036
金属锚具                                                            C060037
钢制卷帘                                                            060009
混凝土用金属加固材料                                                            060033
金属地板砖                                                           060040
金属栅栏用杆                                                            060042
建筑用金属架                                                            060074
建筑用金属柱                                                            060090
金属制屋顶防雨板                                                            060098
金属门                                                            060100
窗用铁制品                                                           060106
建筑用金属托架                                                           060123
建筑用金属附件                                                           060140
金属固定百叶窗                                                           060156
金属制室外百叶帘                                                            060158
金属楼梯基(楼梯部件)                                                           060162
金属楣                                                           060165
金属台阶(梯子)                                                            060177
门廊(金属结构)                                                            060179
建筑用金属制墙包层                                                           060192
建筑用金属盖板                                                           060195
金属百叶窗                                                           060197
建筑用金属制墙衬料                                                           060201
金属制帐篷桩                                                            060208
金属天花板                                                           060209
金属地板                                                            060210
建筑用金属衬板                                                           060211
金属屋瓦                                                            060213
金属跳水板                                                           060215
金属大门                                                            060218
金属门板                                                            060219
金属梁                                                           060224
金属搁栅                                                            060225
预制金属台                                                           060226
金属槛                                                           060233
金属屋顶                                                            060252
金属旋转栅门                                                            060255
金属竖铰链窗                                                            060260
钢结构建筑                                                           060266
金属护壁板                                                           060274
建筑用金属加固材料                                                           060276
金属建筑材料                                                            060291
混凝土用金属模板                                                            060292
金属铺路块料                                                            060294
金属窗框                                                            060315
温室用金属架                                                            060316
金属垫路板                                                           060317
建筑用金属砖瓦                                                           060321
金属砖地板                                                           060322
建筑用金属框架                                                           060328
金属门框                                                            060329
金属门框架                                                           060329
金属檐槽                                                            060332
金属隔板                                                            060336
金属檐口                                                            060343
檐板金属嵌条                                                            060344
金属窗                                                           060346
门用铁制品                                                           060347
金属检修孔盖                                                            060349
金属制屋顶覆盖物                                                            060350
金属楼梯踏板                                                            060355
金属脚手架                                                           060360
建筑用金属嵌板                                                           060381
金属制防昆虫纱窗                                                            060428
金属耐火建筑材料                                                            060435
金属制街道排水沟                                                            060441
金属墙砖                                                            060445
金属铺地平板                                                            060446
建筑用金属平板                                                           060447
金属梯凳                                                            060448
光伏电池组成的金属屋顶板                                                            060449
金属装甲门                                                           060450
金属波形瓦                                                           060456
金属栏杆                                                            060457
建筑用金属包层                                                           060458
金属折门                                                            060473
建筑用金属嵌条                                                           060474
金属制壁炉罩                                                            060475
钢模板                                                           C060016
金属脚手架扣件                                                           C060038
铝塑板                                                           C060042
铁路转辙器                                                           060013
铁路道岔                                                            060013
铁路金属材料                                                            060089
铁路金属护轨                                                            060095
鱼尾形接轨夹(铁路)                                                            060116
金属轨道                                                            060129
转车盘(铁道)                                                           060212
铁路用金属枕木                                                           060245
铁路货车用金属载量规杆                                                           060326
缆索铁道永久导轨用金属材料                                                           060330
止轮器                                                           C060017
铁道防爬器                                                           C060018
钢箍                                                            060003
钢丝                                                            060004
铝丝                                                            060019
装卸用金属吊带                                                           060026
带刺金属丝                                                           060041
高架缆车的缆绳                                                           060057
普通金属线                                                           060108
铁箍                                                            060131
铁丝                                                            060132
金属丝网                                                            060184
普通金属合金丝(除保险丝外)                                                            060268
捆扎用金属带                                                            060285
包装或捆扎用金属带                                                           060285
捆扎用金属线                                                            060286
装卸用金属带                                                            060305
装卸用金属吊索                                                           060306
金属制非电气缆绳                                                            060311
农业用金属捆扎线                                                            060319
金属绳索                                                            060341
非绝缘铜线                                                           060353
金属捆扎物                                                           060363
金属捆扎线                                                           060396
金属绳                                                           060427
电焊网                                                           C060020
钢带                                                            C060044
铁带                                                            C060045
非电气缆绳用金属接头                                                            060059
缆绳和管道用金属夹                                                           060313
缆绳用金属接线螺钉                                                           060314
铁接板                                                           C060021
马蹄形钩环(脚扣、铁鞋)                                                            C060022
紧线夹头                                                            C060023
铝合金滑车                                                           C060024
金属垫圈                                                            060037
金属环                                                            060038
金属止动环                                                            060038
盒用金属紧固扣件                                                            060048
金属螺栓                                                            060049
垫片(填隙片)                                                           060063
金属栓                                                           060078
金属开尾销                                                           060082
钉子                                                            060085
角钉                                                            060086
平头钉                                                           060086
金属膨胀螺栓                                                            060087
金属钩(扣钉)                                                           060102
金属扣钉(钩)                                                           060102
金属螺丝                                                            060118
销(五金件)                                                            060141
有眼螺栓                                                            060143
吊环螺钉                                                            060143
攀登用鞋底钉                                                            060149
金属铆钉                                                            060217
五金器具                                                           060227
小五金器具                                                            060227
金属塞                                                           060296
普通金属扣(五金器具)                                                           060298
金属螺母                                                            060364
鞋用金属钉                                                           060470
鞋用金属销钉                                                            060471
键销                                                            C060025
车辆紧固用螺丝                                                           C060039
金属门闩                                                            060022
金属制窗挡                                                           060035
金属制门挡                                                           060036
金属铰链                                                           060068
金属安全链                                                           060071
金属铰链连接器                                                           060073
吊窗滑轮                                                            060075
窗用小滑轮                                                           060075
窗扉栓                                                           060104
铜环                                                            060110
金属窗栓                                                            060125
窗用金属附件                                                            060130
关门器(非电动)                                                            060135
门弹簧(非电动)                                                            060135
床用金属脚轮                                                            060166
金属闩                                                           060167
金属门环                                                            060180
家具用金属脚轮                                                           060187
金属衣服挂钩                                                            060202
金属门把手                                                           060216
金属门插销                                                           060220
五金器具                                                           060227
小五金器具                                                            060227
金属挡块                                                            060238
扁插销                                                           060247
球形金属把手                                                            060301
非电动开门器                                                            060320
金属合页                                                            060327
滑动门用金属滑轨                                                            060348
挂衣杆用金属钩                                                           060352
金属制固定式毛巾分配器                                                           060358
家具用金属附件                                                           060380
床用金属附件                                                            060393
门用金属附件                                                            060394
非电动开窗器                                                            060443
非电动关窗器                                                            060444
金属制浴缸扶手                                                           060451
金属制窗锁                                                           060454
金属制门用锁紧装置                                                           060455
家具用金属角码                                                           060464
磁碰块                                                           C060026
家用金属滑轨                                                            C060040
手杖用金属包头                                                           060064
门前刮鞋垫                                                           060113
金属门铃(非电动)                                                           060121
手柄用金属包头                                                           060172
普通金属制钥匙圈                                                            060221
五金器具                                                           060227
小五金器具                                                            060227
铃                                                            060241
金属包头                                                            060262
金属挂包钩                                                           060463
袋子用金属封口夹                                                            060469
金属钥匙链                                                           C060027
